"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"373979","Comisaría","Masculino","No hay niñas/os","Física","39","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Se planificó intervención para otro momento","2018-06-01 19:27:11","Ciudad Autónoma de Buenos Aires","02"
"373980","Comisaría","Masculino","Otro no familiar","Física","3","1 a 5 años","Femenino","1","1","Masculino","Padre de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-01 19:52:06","Ciudad Autónoma de Buenos Aires","02"
"373978","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-01 21:55:20","Ciudad Autónoma de Buenos Aires","02"
"373981","Víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Otro no conviviente de la victima","Llamante solicitó información y/o orientación","2018-06-01 23:11:07","Ciudad Autónoma de Buenos Aires","02"
"373982","Víctima","Femenino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-01 23:25:57","Ciudad Autónoma de Buenos Aires","02"
"373983","Otro sobre un caso que no es violencia familiar","Masculino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-01 23:34:03","Ciudad Autónoma de Buenos Aires","02"
"373984","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-01 23:59:49","Ciudad Autónoma de Buenos Aires","02"
"373985","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-02 00:11:12","Ciudad Autónoma de Buenos Aires","02"
"373986","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-02 00:13:40","Ciudad Autónoma de Buenos Aires","02"
"373987","Otra institución","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","7","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-02 04:30:29","Ciudad Autónoma de Buenos Aires","02"
"192424","Comisaría","Masculino","Otro no familiar","Física","23","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-02 04:35:40","Ciudad Autónoma de Buenos Aires","02"
"373988","Comisaría","Masculino","No hay niñas/os","Psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-02 04:40:09","Ciudad Autónoma de Buenos Aires","02"
"373989","Comisaría","Femenino","Otro no familiar","Física","29","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-02 07:25:05","Ciudad Autónoma de Buenos Aires","02"
"359100","Comisaría","Masculino","Otro no familiar","Física","19","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-02 09:30:44","Ciudad Autónoma de Buenos Aires","02"
"373990","Víctima","Femenino","Madre","Psicológica","33","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-02 11:13:27","Ciudad Autónoma de Buenos Aires","02"
"373547","Familiar de la víctima","Masculino","Sin datos","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Madre de la víctima","Llamante solicitó información y/o orientación","2018-06-02 11:37:27","Ciudad Autónoma de Buenos Aires","02"
"373992","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-02 12:40:19","Ciudad Autónoma de Buenos Aires","02"
"373979","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-02 13:20:27","Ciudad Autónoma de Buenos Aires","02"
"373547","Familiar de la víctima","Masculino","Madre","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Madre de la víctima","Llamante solicitó información y/o orientación","2018-06-02 14:01:15","Ciudad Autónoma de Buenos Aires","02"
"55045","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-02 14:03:26","Ciudad Autónoma de Buenos Aires","02"
"373993","Comisaría","Femenino","Sin datos","Psicológica","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-02 16:20:27","Ciudad Autónoma de Buenos Aires","02"
"373994","Comisaría","Masculino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-02 16:40:54","Ciudad Autónoma de Buenos Aires","02"
"204073","Otro sobre un caso que no es violencia familiar","Femenino","Otro familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-02 17:47:43","Ciudad Autónoma de Buenos Aires","02"
"373995","Comisaría","Masculino","Otro no familiar","Psicológica","22","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-02 17:55:36","Ciudad Autónoma de Buenos Aires","02"
"373996","Comisaría","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-02 19:37:48","Ciudad Autónoma de Buenos Aires","02"
"345670","Víctima","Femenino","Madre","Física","39","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 08:26:05","Ciudad Autónoma de Buenos Aires","02"
"373998","Comisaría","Masculino","Otro no familiar","Física","38","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 08:46:29","Ciudad Autónoma de Buenos Aires","02"
"373972","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No había móviles y/o Equipos para realizar la intervención","2018-06-03 09:16:37","Ciudad Autónoma de Buenos Aires","02"
"373999","Comisaría","Masculino","No hay niñas/os","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-03 09:55:51","Ciudad Autónoma de Buenos Aires","02"
"374001","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 12:56:24","Ciudad Autónoma de Buenos Aires","02"
"374000","Comisaría","Femenino","Sin datos","Física","23","18 a 29 años","Femenino","1","1","Femenino","Ns/Nc","La víctima no aceptó la intervención de Equipos Móviles","2018-06-03 13:07:31","Ciudad Autónoma de Buenos Aires","02"
"374002","Comisaría","Femenino","Otro no familiar","Económica y física","29","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-03 13:51:39","Ciudad Autónoma de Buenos Aires","02"
"374003","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-06-03 15:28:41","Ciudad Autónoma de Buenos Aires","02"
"374004","Otro sobre un caso que no es violencia familiar","Masculino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-03 16:56:21","Ciudad Autónoma de Buenos Aires","02"
"204073","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-03 17:51:33","Ciudad Autónoma de Buenos Aires","02"
"374005","Comisaría","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-03 17:54:05","Ciudad Autónoma de Buenos Aires","02"
"374003","Familiar de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 22:52:42","Ciudad Autónoma de Buenos Aires","02"
"374006","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 23:29:48","Ciudad Autónoma de Buenos Aires","02"
"374007","Víctima","Masculino","No hay niñas/os","Física","28","18 a 29 años","Masculino","1","1","Femenino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-03 23:49:04","Ciudad Autónoma de Buenos Aires","02"
"374009","Comisaría","Masculino","Otro no familiar","Física","36","30 a 39 años","Femenino","1","2","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-06-04 02:20:24","Ciudad Autónoma de Buenos Aires","02"
"374010","Comisaría","Femenino","Otro no familiar","Física","18","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-04 02:24:10","Ciudad Autónoma de Buenos Aires","02"
"374011","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro no conviviente de la victima","Llamante solicitó información y/o orientación","2018-06-04 02:27:27","Ciudad Autónoma de Buenos Aires","02"
"374008","Comisaría","Femenino","Otro no familiar","Física","26","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","No había móviles y/o Equipos para realizar la intervención","2018-06-04 07:31:48","Ciudad Autónoma de Buenos Aires","02"
"374012","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","5","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-06-04 07:42:06","Ciudad Autónoma de Buenos Aires","02"
"374013","Hospital","Femenino","Otro no familiar","Psicológica","35","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-04 07:51:32","Ciudad Autónoma de Buenos Aires","02"
"290910","Comisaría","Masculino","Sin datos","Física","38","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-04 11:15:30","Ciudad Autónoma de Buenos Aires","02"
"344932","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-04 12:01:11","Ciudad Autónoma de Buenos Aires","02"
"374016","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-04 12:05:31","Ciudad Autónoma de Buenos Aires","02"
"374017","Comisaría","Femenino","Otro familiar","Física","16","12 a 17 años","Transgénero","1","1","Femenino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-04 12:23:07","Ciudad Autónoma de Buenos Aires","02"
"374018","Otra institución","Femenino","Otro no familiar","Psicológica","20","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-04 13:27:46","Ciudad Autónoma de Buenos Aires","02"
"374019","Comisaría","Femenino","Sin datos","Física","29","18 a 29 años","Femenino","1","1","Femenino","Otro no conviviente de la victima","Llamante solicitó información y/o orientación","2018-06-04 13:43:31","Ciudad Autónoma de Buenos Aires","02"
"374003","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-04 13:54:21","Ciudad Autónoma de Buenos Aires","02"
"359421","Comisaría","Masculino","No hay niñas/os","Física","43","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-04 15:38:21","Ciudad Autónoma de Buenos Aires","02"
"374021","Comisaría","Femenino","No hay niñas/os","Física","30","30 a 39 años","Femenino","1","1","Femenino","Ex espos@/ ex pareja de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-04 16:35:14","Ciudad Autónoma de Buenos Aires","02"
"374022","Comisaría","Masculino","Otro no familiar","Psicológica","38","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-04 17:08:54","Ciudad Autónoma de Buenos Aires","02"
"374023","Comisaría","Masculino","Otro no familiar","Psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-04 17:13:00","Ciudad Autónoma de Buenos Aires","02"
"373715","Víctima","Femenino","Madre","Física","49","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","No había móviles y/o Equipos para realizar la intervención","2018-06-04 19:39:52","Ciudad Autónoma de Buenos Aires","02"
"374024","Comisaría","Masculino","Otro no familiar","Física","41","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-04 19:41:08","Ciudad Autónoma de Buenos Aires","02"
"374025","Comisaría","Femenino","Sin datos","Física","28","18 a 29 años","Masculino","1","1","Femenino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-04 22:19:47","Ciudad Autónoma de Buenos Aires","02"
"374026","Comisaría","Masculino","No hay niñas/os","Física","37","30 a 39 años","Masculino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 07:06:20","Ciudad Autónoma de Buenos Aires","02"
"359522","Comisaría","Femenino","Sin datos","Psicológica","41","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Se planificó intervención para otro momento","2018-06-05 07:06:27","Ciudad Autónoma de Buenos Aires","02"
"374003","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Está interviniendo o se deriva a otra institución","2018-06-05 07:29:08","Ciudad Autónoma de Buenos Aires","02"
"374026","Comisaría","Masculino","No hay niñas/os","Física","31","30 a 39 años","Masculino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-05 07:38:48","Ciudad Autónoma de Buenos Aires","02"
"373159","Comisaría","Femenino","Otro no familiar","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-06-05 07:49:31","Ciudad Autónoma de Buenos Aires","02"
"362767","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-05 07:59:21","Ciudad Autónoma de Buenos Aires","02"
"374027","Comisaría","Femenino","No hay niñas/os","Física","31","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-05 08:03:36","Ciudad Autónoma de Buenos Aires","02"
"374028","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-05 12:03:22","Ciudad Autónoma de Buenos Aires","02"
"374003","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 12:09:58","Ciudad Autónoma de Buenos Aires","02"
"374029","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-05 12:13:53","Ciudad Autónoma de Buenos Aires","02"
"374030","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-06-05 12:44:04","Ciudad Autónoma de Buenos Aires","02"
"374031","Familiar de la víctima","Masculino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 13:52:15","Ciudad Autónoma de Buenos Aires","02"
"374033","Comisaría","Femenino","No hay niñas/os","Física","20","18 a 29 años","Femenino","1","1","Femenino","Herman@ de la victima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 14:02:41","Ciudad Autónoma de Buenos Aires","02"
"374034","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-06-05 14:51:35","Ciudad Autónoma de Buenos Aires","02"
"374035","Víctima","Femenino","Madre","Física","6","6 a 11 años","Femenino","2","1","Masculino","Padre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 17:55:08","Ciudad Autónoma de Buenos Aires","02"
"373956","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Padre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 18:02:34","Ciudad Autónoma de Buenos Aires","02"
"374036","Víctima","Masculino","Sin datos","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-05 18:07:52","Ciudad Autónoma de Buenos Aires","02"
"374037","Comisaría","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 18:24:17","Ciudad Autónoma de Buenos Aires","02"
"373855","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-05 18:33:07","Ciudad Autónoma de Buenos Aires","02"
"373819","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-05 18:38:57","Ciudad Autónoma de Buenos Aires","02"
"373826","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro conviviente de la victima","Llamante solicitó información y/o orientación","2018-06-05 18:39:09","Ciudad Autónoma de Buenos Aires","02"
"374038","Comisaría","Masculino","Otro no familiar","Física","9","6 a 11 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 18:41:05","Ciudad Autónoma de Buenos Aires","02"
"279143","Víctima","Femenino","Otro familiar","Física","62","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-06-05 18:41:31","Ciudad Autónoma de Buenos Aires","02"
"374039","Víctima","Femenino","No hay niñas/os","Psicológica","81","Más de 60 años","Femenino","1","1","Femenino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 18:53:01","Ciudad Autónoma de Buenos Aires","02"
"374040","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-06-05 19:16:04","Ciudad Autónoma de Buenos Aires","02"
"374041","Comisaría","Femenino","Otro no familiar","Física","28","18 a 29 años","Femenino","4","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 19:34:43","Ciudad Autónoma de Buenos Aires","02"
"374042","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Femenino","4","1","Masculino","Ex espos@/ ex pareja de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 21:48:42","Ciudad Autónoma de Buenos Aires","02"
"374043","Víctima","Femenino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-06-05 22:02:26","Ciudad Autónoma de Buenos Aires","02"
"374044","Víctima","Femenino","Madre","Física","31","30 a 39 años","Femenino","4","1","Masculino","Ex espos@/ ex pareja de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-05 22:19:08","Ciudad Autónoma de Buenos Aires","02"
"374045","Hospital","Masculino","No hay niñas/os","Física","84","Más de 60 años","Femenino","1","1","Femenino","Hij@","Está interviniendo o se deriva a otra institución","2018-06-05 22:39:05","Ciudad Autónoma de Buenos Aires","02"
"374046","Comisaría","Femenino","No hay niñas/os","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-05 23:03:57","Ciudad Autónoma de Buenos Aires","02"
"374045","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-06-06 00:55:49","Ciudad Autónoma de Buenos Aires","02"
"72014","Agresor/a","Masculino","Padre","Psicológica","12","12 a 17 años","Femenino","1","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-06-06 01:20:41","Ciudad Autónoma de Buenos Aires","02"
"374047","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-06-06 01:44:06","Ciudad Autónoma de Buenos Aires","02"
"374048","Comisaría","Masculino","Otro no familiar","Física","34","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-06-06 07:05:41","Ciudad Autónoma de Buenos Aires","02"
