"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"64941","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2019-07-05 00:13:03","Ciudad Autónoma de Buenos Aires","02"
"234533","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-05 07:39:02","Ciudad Autónoma de Buenos Aires","02"
"234533","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-05 08:33:46","Ciudad Autónoma de Buenos Aires","02"
"416497","Víctima","Femenino","NS/NC","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2019-07-05 09:01:19","Ciudad Autónoma de Buenos Aires","02"
"417036","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-05 09:39:36","Ciudad Autónoma de Buenos Aires","02"
"417045","Víctima","Femenino","Otro familiar","Psicológica","54","50 a 59 años","Femenino","3","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-07-05 11:31:41","Ciudad Autónoma de Buenos Aires","02"
"417047","Víctima","Femenino","No hay niñas/os","Psicológica","77","Más de 60 años","Femenino","2","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2019-07-05 12:08:28","Ciudad Autónoma de Buenos Aires","02"
"417048","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-05 13:45:57","Ciudad Autónoma de Buenos Aires","02"
"417061","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-05 18:15:52","Ciudad Autónoma de Buenos Aires","02"
"417062","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-05 18:32:21","Ciudad Autónoma de Buenos Aires","02"
"415356","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-05 18:33:21","Ciudad Autónoma de Buenos Aires","02"
"416488","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-05 23:33:33","Ciudad Autónoma de Buenos Aires","02"
"289789","Familiar","Masculino","Madre","Física","15","12 a 17 años","Masculino","1","1","Masculino","Padre","No había móviles y/o Equipos para realizar la intervención","2019-07-06 01:47:23","Ciudad Autónoma de Buenos Aires","02"
"417066","Comisaría","Masculino","No hay niñas/os","Física","31","30 a 39 años","Masculino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-07-06 07:44:27","Ciudad Autónoma de Buenos Aires","02"
"417065","Comisaría","Femenino","Madre","Física","40","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-06 07:49:18","Ciudad Autónoma de Buenos Aires","02"
"417067","Comisaría","Femenino","No hay niñas/os","Física","36","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-06 09:46:05","Ciudad Autónoma de Buenos Aires","02"
"417063","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-06 14:56:29","Ciudad Autónoma de Buenos Aires","02"
"417079","Víctima","Femenino","Hermana/o","Física","16","12 a 17 años","Femenino","2","1","Femenino","Madre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-06 15:24:41","Ciudad Autónoma de Buenos Aires","02"
"417080","Comisaría","Femenino","Otro no familiar","Psicológica","41","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-06 15:51:33","Ciudad Autónoma de Buenos Aires","02"
"417081","Víctima","Masculino","Otro familiar","Física","23","18 a 29 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-07-06 16:43:14","Ciudad Autónoma de Buenos Aires","02"
"417083","Víctima","Femenino","Madre","Económica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-06 20:51:19","Ciudad Autónoma de Buenos Aires","02"
"417085","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-07 00:20:03","Ciudad Autónoma de Buenos Aires","02"
"417086","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-07 10:56:58","Ciudad Autónoma de Buenos Aires","02"
"417087","Otro/a Particular","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Abuel@","Llamante solicitó información y/o orientación","2019-07-07 13:49:10","Ciudad Autónoma de Buenos Aires","02"
"417089","Familiar","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-07 16:34:05","Ciudad Autónoma de Buenos Aires","02"
"417090","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-07 18:48:04","Ciudad Autónoma de Buenos Aires","02"
"417101","Comisaría","Femenino","Otro no familiar","Psicológica","31","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-08 00:28:11","Ciudad Autónoma de Buenos Aires","02"
"417102","Víctima","Femenino","No hay niñas/os","Psicológica","77","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-08 00:51:36","Ciudad Autónoma de Buenos Aires","02"
"417104","Familiar","Femenino","No hay niñas/os","Psicológica","26","18 a 29 años","Femenino","1","1","Femenino","Otro no conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-08 00:58:32","Ciudad Autónoma de Buenos Aires","02"
"417105","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 01:35:24","Ciudad Autónoma de Buenos Aires","02"
"417109","Agresor/a","Masculino","Padre","Física","15","12 a 17 años","Masculino","4","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-08 09:12:02","Ciudad Autónoma de Buenos Aires","02"
"417110","Familiar","Femenino","Otro familiar","Psicológica","13","12 a 17 años","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-08 12:57:39","Ciudad Autónoma de Buenos Aires","02"
"417111","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 13:00:21","Ciudad Autónoma de Buenos Aires","02"
"417112","Hospital","Femenino","Madre","Física","44","40 a 49 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 13:13:56","Ciudad Autónoma de Buenos Aires","02"
"417115","Víctima","Femenino","Otro familiar","Psicológica","19","18 a 29 años","Femenino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-07-08 15:46:23","Ciudad Autónoma de Buenos Aires","02"
"415717","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 16:15:47","Ciudad Autónoma de Buenos Aires","02"
"149514","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 16:20:03","Ciudad Autónoma de Buenos Aires","02"
"417117","Hospital","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-08 17:32:49","Ciudad Autónoma de Buenos Aires","02"
"417118","Familiar","Femenino","Otro familiar","Psicológica","13","12 a 17 años","Femenino","2","2","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-08 18:33:39","Ciudad Autónoma de Buenos Aires","02"
"149514","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-08 18:41:58","Ciudad Autónoma de Buenos Aires","02"
"417120","Comisaría","Femenino","No hay niñas/os","Económica y Física","33","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-08 19:43:37","Ciudad Autónoma de Buenos Aires","02"
"417128","Comisaría","Femenino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2019-07-09 00:07:36","Ciudad Autónoma de Buenos Aires","02"
"417119","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-09 09:15:42","Ciudad Autónoma de Buenos Aires","02"
"214893","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-09 09:29:55","Ciudad Autónoma de Buenos Aires","02"
"417134","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-09 13:03:20","Ciudad Autónoma de Buenos Aires","02"
"417137","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-07-09 18:36:37","Ciudad Autónoma de Buenos Aires","02"
"417139","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2019-07-09 19:16:09","Ciudad Autónoma de Buenos Aires","02"
"417141","Comisaría","Femenino","No hay niñas/os","Física","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-09 21:53:49","Ciudad Autónoma de Buenos Aires","02"
"417145","Comisaría","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 07:05:34","Ciudad Autónoma de Buenos Aires","02"
"417147","Comisaría","Femenino","Otro no familiar","Física","28","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 07:12:45","Ciudad Autónoma de Buenos Aires","02"
"417148","Comisaría","Femenino","Otro no familiar","Psicológica","50","50 a 59 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 07:17:29","Ciudad Autónoma de Buenos Aires","02"
"417146","Comisaría","Femenino","Otro no familiar","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 07:27:09","Ciudad Autónoma de Buenos Aires","02"
"99651","Comisaría","Femenino","No hay niñas/os","Física","45","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 07:45:54","Ciudad Autónoma de Buenos Aires","02"
"417063","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-10 08:58:41","Ciudad Autónoma de Buenos Aires","02"
"417149","Víctima","Femenino","Madre","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-10 12:20:40","Ciudad Autónoma de Buenos Aires","02"
