"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"414172","Comisaría","Femenino","Otro no familiar","Física","29","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-31 16:36:14","Ciudad Autónoma de Buenos Aires","02"
"414097","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-31 13:10:46","Ciudad Autónoma de Buenos Aires","02"
"414170","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Madre","No había móviles y/o Equipos para realizar la intervención","2019-03-31 12:24:28","Ciudad Autónoma de Buenos Aires","02"
"414169","Otro Institucional","Femenino","Sin datos","Física","30","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-31 12:07:59","Ciudad Autónoma de Buenos Aires","02"
"414166","Hospital","Femenino","Otro no familiar","Física","16","12 a 17 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-31 11:25:10","Ciudad Autónoma de Buenos Aires","02"
"414149","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-31 11:03:41","Ciudad Autónoma de Buenos Aires","02"
"414165","Víctima","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-03-31 07:30:35","Ciudad Autónoma de Buenos Aires","02"
"414164","Comisaría","Femenino","No hay niñas/os","Física","76","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-31 06:55:37","Ciudad Autónoma de Buenos Aires","02"
"414163","Comisaría","Femenino","No hay niñas/os","Física","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-31 05:56:15","Ciudad Autónoma de Buenos Aires","02"
"414162","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","5","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-31 04:33:44","Ciudad Autónoma de Buenos Aires","02"
"414161","Comisaría","Masculino","Otro no familiar","Física","24","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-31 04:08:59","Ciudad Autónoma de Buenos Aires","02"
"414160","Comisaría","Masculino","Otro no familiar","Física","38","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-31 02:21:46","Ciudad Autónoma de Buenos Aires","02"
"414158","Otro Institucional","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-31 00:14:43","Ciudad Autónoma de Buenos Aires","02"
"414157","Familiar de la víctima","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","2","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-31 00:14:37","Ciudad Autónoma de Buenos Aires","02"
"414156","Víctima","Femenino","Hermana/o","Física","18","18 a 29 años","Femenino","3","1","Masculino","Pareja de la madre/padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-31 00:07:22","Ciudad Autónoma de Buenos Aires","02"
"414155","Víctima","Femenino","Madre","Física","23","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-31 00:02:43","Ciudad Autónoma de Buenos Aires","02"
"414154","Familiar de la víctima","Femenino","Otro familiar","Psicológica","16","12 a 17 años","Femenino","5","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-30 23:40:55","Ciudad Autónoma de Buenos Aires","02"
"414152","Comisaría","Masculino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-30 23:00:33","Ciudad Autónoma de Buenos Aires","02"
"414149","Comisaría","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Transgénero","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-30 21:38:07","Ciudad Autónoma de Buenos Aires","02"
"414151","Comisaría","Femenino","Sin datos","Física","15","12 a 17 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-03-30 19:27:58","Ciudad Autónoma de Buenos Aires","02"
"414150","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 18:16:00","Ciudad Autónoma de Buenos Aires","02"
"414149","Comisaría","Masculino","No hay niñas/os","Física","33","30 a 39 años","Transgénero","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-30 16:41:41","Ciudad Autónoma de Buenos Aires","02"
"414148","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-30 16:38:59","Ciudad Autónoma de Buenos Aires","02"
"414147","Familiar de la víctima","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-30 16:35:29","Ciudad Autónoma de Buenos Aires","02"
"414146","Comisaría","Femenino","No hay niñas/os","Física","61","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-30 16:25:07","Ciudad Autónoma de Buenos Aires","02"
"414145","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-30 15:43:21","Ciudad Autónoma de Buenos Aires","02"
"361499","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-30 15:07:10","Ciudad Autónoma de Buenos Aires","02"
"414143","Comisaría","Masculino","Otro no familiar","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 13:27:03","Ciudad Autónoma de Buenos Aires","02"
"414137","Comisaría","Femenino","No hay niñas/os","Psicológica","66","Más de 60 años","Femenino","1","1","Masculino","Madre","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 13:01:05","Ciudad Autónoma de Buenos Aires","02"
"414136","Comisaría","Femenino","Otro no familiar","Física","48","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-30 13:00:10","Ciudad Autónoma de Buenos Aires","02"
"414135","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-30 12:36:40","Ciudad Autónoma de Buenos Aires","02"
"414123","Comisaría","Masculino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-30 11:40:00","Ciudad Autónoma de Buenos Aires","02"
"414121","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-30 11:15:07","Ciudad Autónoma de Buenos Aires","02"
"414121","Comisaría","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 11:13:33","Ciudad Autónoma de Buenos Aires","02"
"414120","Comisaría","Masculino","Otro no familiar","Física","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 11:05:30","Ciudad Autónoma de Buenos Aires","02"
"414119","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-30 10:14:46","Ciudad Autónoma de Buenos Aires","02"
"414118","Comisaría","Masculino","No hay niñas/os","Física","20","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 09:33:46","Ciudad Autónoma de Buenos Aires","02"
"414115","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-30 07:44:27","Ciudad Autónoma de Buenos Aires","02"
"414117","Comisaría","Masculino","Otro no familiar","Física","28","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-30 07:37:45","Ciudad Autónoma de Buenos Aires","02"
"414115","Comisaría","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-30 03:38:23","Ciudad Autónoma de Buenos Aires","02"
"414113","Vecina/o de la víctima","Masculino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-29 23:57:16","Ciudad Autónoma de Buenos Aires","02"
"414111","Víctima","Femenino","Madre","Física","23","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-29 23:02:46","Ciudad Autónoma de Buenos Aires","02"
"414110","Víctima","Femenino","Madre","Física","47","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-29 22:42:35","Ciudad Autónoma de Buenos Aires","02"
"414108","Comisaría","Masculino","Otro no familiar","Económica y física","47","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-03-29 19:50:52","Ciudad Autónoma de Buenos Aires","02"
"13254","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-29 19:38:29","Ciudad Autónoma de Buenos Aires","02"
"414107","Comisaría","Femenino","Otro no familiar","Psicológica","29","18 a 29 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-29 19:35:39","Ciudad Autónoma de Buenos Aires","02"
"414106","Familiar de la víctima","Femenino","Otro familiar","Física","1","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-29 19:19:19","Ciudad Autónoma de Buenos Aires","02"
"414105","Comisaría","Masculino","Otro no familiar","Física","1","1 a 5 años","Femenino","1","1","NS/NC","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-29 19:10:54","Ciudad Autónoma de Buenos Aires","02"
"414104","Familiar de la víctima","Femenino","Madre","Física","16","12 a 17 años","Femenino","4","1","Femenino","Madre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-29 18:21:46","Ciudad Autónoma de Buenos Aires","02"
"414103","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","5","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-29 18:14:44","Ciudad Autónoma de Buenos Aires","02"
"414102","Víctima","Femenino","Madre","Económica y física","21","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-29 16:31:18","Ciudad Autónoma de Buenos Aires","02"
"414100","Víctima","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-29 15:57:08","Ciudad Autónoma de Buenos Aires","02"
"414101","Víctima","Femenino","No hay niñas/os","Psicológica","74","Más de 60 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-03-29 15:40:49","Ciudad Autónoma de Buenos Aires","02"
"414099","Comisaría","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","4","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-29 13:37:35","Ciudad Autónoma de Buenos Aires","02"
"414098","Otro sobre un caso que no es violencia familiar","Masculino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-29 13:26:24","Ciudad Autónoma de Buenos Aires","02"
"414097","Comisaría","Masculino","Otro no familiar","Psicológica","49","40 a 49 años","Femenino","3","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-03-29 13:08:54","Ciudad Autónoma de Buenos Aires","02"
"414096","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","80","Más de 60 años","Femenino","1","2","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-03-29 12:28:42","Ciudad Autónoma de Buenos Aires","02"
"413163","Defensoría","Femenino","Otro no familiar","Física","7","6 a 11 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-29 12:18:27","Ciudad Autónoma de Buenos Aires","02"
"414095","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-29 11:57:47","Ciudad Autónoma de Buenos Aires","02"
"414088","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-29 10:38:54","Ciudad Autónoma de Buenos Aires","02"
"414094","Comisaría","Femenino","Sin datos","Física","24","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-29 07:03:29","Ciudad Autónoma de Buenos Aires","02"
"360302","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-29 02:50:02","Ciudad Autónoma de Buenos Aires","02"
"414093","Comisaría","Masculino","Otro no familiar","Física","29","18 a 29 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-03-29 01:48:30","Ciudad Autónoma de Buenos Aires","02"
"345685","Comisaría","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-29 01:29:17","Ciudad Autónoma de Buenos Aires","02"
"414092","Comisaría","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","No había móviles y/o Equipos para realizar la intervención","2019-03-29 01:04:47","Ciudad Autónoma de Buenos Aires","02"
"414091","Comisaría","Femenino","Madre","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-28 22:51:56","Ciudad Autónoma de Buenos Aires","02"
"414090","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-03-28 21:53:10","Ciudad Autónoma de Buenos Aires","02"
"414089","Comisaría","Masculino","No hay niñas/os","Física","51","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-28 21:40:21","Ciudad Autónoma de Buenos Aires","02"
"414088","Otro Institucional","Masculino","No hay niñas/os","Física","18","18 a 29 años","Masculino","1","1","Masculino","Padre","Se planificó intervención para otro momento","2019-03-28 19:49:43","Ciudad Autónoma de Buenos Aires","02"
"414087","Comisaría","Femenino","No hay niñas/os","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-28 19:15:28","Ciudad Autónoma de Buenos Aires","02"
"222340","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-28 18:22:21","Ciudad Autónoma de Buenos Aires","02"
"414048","Víctima","Femenino","No hay niñas/os","Psicológica","73","Más de 60 años","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-28 10:11:57","Ciudad Autónoma de Buenos Aires","02"
"414041","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-28 09:31:30","Ciudad Autónoma de Buenos Aires","02"
"142880","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-28 08:36:05","Ciudad Autónoma de Buenos Aires","02"
"414041","Comisaría","Masculino","Otro no familiar","Física","35","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-28 06:35:05","Ciudad Autónoma de Buenos Aires","02"
"414040","Comisaría","Masculino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-28 03:49:31","Ciudad Autónoma de Buenos Aires","02"
"414038","Familiar de la víctima","Femenino","Otro familiar","Psicológica","16","12 a 17 años","Masculino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2019-03-28 03:12:23","Ciudad Autónoma de Buenos Aires","02"
"414030","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-28 01:50:26","Ciudad Autónoma de Buenos Aires","02"
"414029","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-28 01:34:21","Ciudad Autónoma de Buenos Aires","02"
"414029","Comisaría","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-28 00:50:09","Ciudad Autónoma de Buenos Aires","02"
"142880","Comisaría","Masculino","No hay niñas/os","Física","66","Más de 60 años","Femenino","1","1","Masculino","Hij@","Se planificó intervención para otro momento","2019-03-27 23:57:55","Ciudad Autónoma de Buenos Aires","02"
"414028","Comisaría","Femenino","Otro no familiar","Física","42","40 a 49 años","Femenino","3","1","Masculino","Ex espos@/pareja","Está interviniendo o se deriva a otra institución","2019-03-27 23:19:51","Ciudad Autónoma de Buenos Aires","02"
"414027","Víctima","Femenino","No hay niñas/os","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-27 23:10:13","Ciudad Autónoma de Buenos Aires","02"
"414026","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-27 23:06:53","Ciudad Autónoma de Buenos Aires","02"
"414025","Familiar de la víctima","Masculino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-27 23:04:18","Ciudad Autónoma de Buenos Aires","02"
"414023","Comisaría","Masculino","No hay niñas/os","Psicológica","79","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-27 22:27:15","Ciudad Autónoma de Buenos Aires","02"
"414022","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-27 21:11:59","Ciudad Autónoma de Buenos Aires","02"
"414021","Comisaría","Femenino","Otro no familiar","Física","29","18 a 29 años","Femenino","6","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-27 19:46:39","Ciudad Autónoma de Buenos Aires","02"
"414020","Comisaría","Femenino","Otro no familiar","Psicológica","14","12 a 17 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-03-27 18:40:10","Ciudad Autónoma de Buenos Aires","02"
"360974","Comisaría","Femenino","Otro no familiar","Física","19","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-27 17:45:42","Ciudad Autónoma de Buenos Aires","02"
"414019","Comisaría","Femenino","Otro no familiar","Física","48","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-27 16:57:08","Ciudad Autónoma de Buenos Aires","02"
"414018","Comisaría","Femenino","Otro no familiar","Física","21","18 a 29 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-27 16:29:49","Ciudad Autónoma de Buenos Aires","02"
"414008","Familiar de la víctima","Masculino","Padre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2019-03-27 12:29:00","Ciudad Autónoma de Buenos Aires","02"
"413225","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-27 10:48:00","Ciudad Autónoma de Buenos Aires","02"
"410971","Víctima","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-03-27 10:39:48","Ciudad Autónoma de Buenos Aires","02"
"413980","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-27 09:23:57","Ciudad Autónoma de Buenos Aires","02"
"413946","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-27 07:28:34","Ciudad Autónoma de Buenos Aires","02"
"413980","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-27 03:33:53","Ciudad Autónoma de Buenos Aires","02"
"413981","Víctima","Femenino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Padre","La víctima no aceptó la intervención de Equipos Móviles","2019-03-27 03:33:31","Ciudad Autónoma de Buenos Aires","02"
"413980","Comisaría","Masculino","Otro no familiar","Física","36","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-03-27 03:09:34","Ciudad Autónoma de Buenos Aires","02"
"413979","Víctima","Femenino","No hay niñas/os","Psicológica","38","30 a 39 años","Femenino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-03-27 01:43:02","Ciudad Autónoma de Buenos Aires","02"
"413978","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-27 01:31:27","Ciudad Autónoma de Buenos Aires","02"
"413974","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-26 23:19:06","Ciudad Autónoma de Buenos Aires","02"
