"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"384493","Familiar de la víctima","Femenino","Madre","Física","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Está interviniendo o se deriva a otra institución","2018-07-02 10:14:37","Ciudad Autónoma de Buenos Aires","02"
"384478","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-02 10:22:12","Ciudad Autónoma de Buenos Aires","02"
"384494","Familiar de la víctima","Masculino","Otro familiar","Psicológica","37","30 a 39 años","Femenino","5","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-02 10:30:51","Ciudad Autónoma de Buenos Aires","02"
"384495","Otro sobre un caso que no es violencia familiar","Femenino","Madre","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-02 10:59:28","Ciudad Autónoma de Buenos Aires","02"
"384496","Familiar de la víctima","Masculino","Padre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Pareja de la madre/padre de la víctima","Llamante solicitó información y/o orientación","2018-07-02 11:54:28","Ciudad Autónoma de Buenos Aires","02"
"384497","Comisaría","Masculino","Sin datos","Física","84","Más de 60 años","Femenino","1","1","Masculino","Otro conviviente de la victima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-02 12:02:41","Ciudad Autónoma de Buenos Aires","02"
"384498","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-02 12:25:48","Ciudad Autónoma de Buenos Aires","02"
"384500","Familiar de la víctima","Femenino","Otro familiar","Física","5","1 a 5 años","Masculino","2","1","Masculino","Padre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-07-02 14:04:55","Ciudad Autónoma de Buenos Aires","02"
"384501","Otra institución","Femenino","Otro no familiar","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-02 17:05:30","Ciudad Autónoma de Buenos Aires","02"
"384502","Comisaría","Femenino","Otro no familiar","Psicológica","44","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-02 17:35:19","Ciudad Autónoma de Buenos Aires","02"
"384503","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Masculino","1","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-07-02 17:39:13","Ciudad Autónoma de Buenos Aires","02"
"384504","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-07-02 18:14:05","Ciudad Autónoma de Buenos Aires","02"
"201010","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","77","Más de 60 años","Femenino","1","1","NS/NC","Hij@","Llamante solicitó información y/o orientación","2018-07-02 18:34:38","Ciudad Autónoma de Buenos Aires","02"
"384505","Comisaría","Masculino","Otro no familiar","Psicológica","50","50 a 59 años","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-02 18:45:43","Ciudad Autónoma de Buenos Aires","02"
"384506","Comisaría","Masculino","Otro no familiar","Económica y física","73","Más de 60 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-02 18:48:12","Ciudad Autónoma de Buenos Aires","02"
"384507","Otro particular","Femenino","Otro familiar","Psicológica","25","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-02 18:50:43","Ciudad Autónoma de Buenos Aires","02"
"384508","Otra institución","Femenino","No hay niñas/os","Psicológica","49","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-02 18:54:22","Ciudad Autónoma de Buenos Aires","02"
"384509","Víctima","Femenino","Madre","Física","38","30 a 39 años","Femenino","1","1","Masculino","Pareja de la madre/padre de la víctima","Se planificó intervención para otro momento","2018-07-02 18:56:42","Ciudad Autónoma de Buenos Aires","02"
"384511","Comisaría","Femenino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-07-02 22:05:27","Ciudad Autónoma de Buenos Aires","02"
"384510","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-02 22:18:35","Ciudad Autónoma de Buenos Aires","02"
"384507","Víctima","Femenino","Madre","Psicológica","25","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-02 22:32:34","Ciudad Autónoma de Buenos Aires","02"
"384512","Otro particular","Femenino","Sin datos","Física","43","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-02 22:42:23","Ciudad Autónoma de Buenos Aires","02"
"384513","Comisaría","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-02 22:44:12","Ciudad Autónoma de Buenos Aires","02"
"373394","Comisaría","Femenino","Otro no familiar","Física","16","12 a 17 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-03 07:08:22","Ciudad Autónoma de Buenos Aires","02"
"384476","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 10:13:52","Ciudad Autónoma de Buenos Aires","02"
"384493","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 10:32:54","Ciudad Autónoma de Buenos Aires","02"
"384514","Familiar de la víctima","Masculino","Hermana/o","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-07-03 12:24:51","Ciudad Autónoma de Buenos Aires","02"
"384515","Familiar de la víctima","Masculino","Madre","Psicológica","17","12 a 17 años","Femenino","1","1","Masculino","Pareja de la madre/padre de la víctima","Llamante solicitó información y/o orientación","2018-07-03 13:29:53","Ciudad Autónoma de Buenos Aires","02"
"384516","Víctima","Femenino","No hay niñas/os","Psicológica","18","18 a 29 años","Femenino","1","1","NS/NC","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-03 15:19:20","Ciudad Autónoma de Buenos Aires","02"
"201010","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro conviviente de la victima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 15:54:32","Ciudad Autónoma de Buenos Aires","02"
"384493","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 16:00:26","Ciudad Autónoma de Buenos Aires","02"
"384493","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 18:02:59","Ciudad Autónoma de Buenos Aires","02"
"384507","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 18:04:34","Ciudad Autónoma de Buenos Aires","02"
"384525","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 18:12:45","Ciudad Autónoma de Buenos Aires","02"
"384470","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-03 18:54:33","Ciudad Autónoma de Buenos Aires","02"
"384526","Comisaría","Masculino","Otro no familiar","Física","11","6 a 11 años","Femenino","1","1","Masculino","Herman@ de la victima","Está interviniendo o se deriva a otra institución","2018-07-03 19:23:41","Ciudad Autónoma de Buenos Aires","02"
"384442","Otra institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-03 19:34:24","Ciudad Autónoma de Buenos Aires","02"
"384527","Otro sobre un caso que no es violencia familiar","Masculino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-03 19:37:35","Ciudad Autónoma de Buenos Aires","02"
"384528","Otro particular","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-04 07:08:54","Ciudad Autónoma de Buenos Aires","02"
"384529","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-04 07:26:35","Ciudad Autónoma de Buenos Aires","02"
"384530","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-04 07:30:36","Ciudad Autónoma de Buenos Aires","02"
"384531","Otra institución","Femenino","No hay niñas/os","Psicológica","52","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-04 07:35:00","Ciudad Autónoma de Buenos Aires","02"
"384493","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-04 08:56:26","Ciudad Autónoma de Buenos Aires","02"
"384478","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-04 09:37:53","Ciudad Autónoma de Buenos Aires","02"
"384532","Familiar de la víctima","Femenino","Otro familiar","Física","4","1 a 5 años","Masculino","1","1","Femenino","Madre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-07-04 11:36:24","Ciudad Autónoma de Buenos Aires","02"
"374234","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-04 12:09:22","Ciudad Autónoma de Buenos Aires","02"
"384533","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-04 12:24:05","Ciudad Autónoma de Buenos Aires","02"
"384526","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-04 13:14:36","Ciudad Autónoma de Buenos Aires","02"
"384526","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-04 13:16:19","Ciudad Autónoma de Buenos Aires","02"
"384525","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-04 13:38:09","Ciudad Autónoma de Buenos Aires","02"
"384534","Comisaría","Masculino","No hay niñas/os","Física","58","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-04 16:54:47","Ciudad Autónoma de Buenos Aires","02"
"384535","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-04 17:18:41","Ciudad Autónoma de Buenos Aires","02"
"384536","Comisaría","Femenino","No hay niñas/os","Física","47","40 a 49 años","Femenino","1","1","NS/NC","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-04 17:55:15","Ciudad Autónoma de Buenos Aires","02"
"384537","Víctima","Femenino","No hay niñas/os","Psicológica","56","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-04 18:48:05","Ciudad Autónoma de Buenos Aires","02"
"373730","Víctima","Masculino","Otro familiar","Psicológica","19","18 a 29 años","Masculino","1","1","Masculino","Otro no conviviente de la victima","Llamante solicitó información y/o orientación","2018-07-04 19:07:21","Ciudad Autónoma de Buenos Aires","02"
"374045","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-04 19:35:21","Ciudad Autónoma de Buenos Aires","02"
"384538","Otro particular","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-04 20:04:04","Ciudad Autónoma de Buenos Aires","02"
"384539","Víctima","Femenino","No hay niñas/os","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Herman@ de la victima","Llamante solicitó información y/o orientación","2018-07-04 22:26:38","Ciudad Autónoma de Buenos Aires","02"
"373381","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 01:18:16","Ciudad Autónoma de Buenos Aires","02"
"360328","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 01:19:33","Ciudad Autónoma de Buenos Aires","02"
"384540","Víctima","Femenino","Madre","Física","45","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 01:54:10","Ciudad Autónoma de Buenos Aires","02"
"360328","Víctima","Femenino","No hay niñas/os","Física","54","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 07:06:44","Ciudad Autónoma de Buenos Aires","02"
"384541","Otro particular","Masculino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Masculino","1","2","NS/NC","Ns/Nc","No había móviles y/o Equipos para realizar la intervención","2018-07-05 07:14:00","Ciudad Autónoma de Buenos Aires","02"
"384541","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 07:14:37","Ciudad Autónoma de Buenos Aires","02"
"374045","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Ns/Nc","Llamante solicitó información y/o orientación","2018-07-05 11:42:55","Ciudad Autónoma de Buenos Aires","02"
"384461","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 12:57:13","Ciudad Autónoma de Buenos Aires","02"
"384461","Hospital","NS/NC","Otro no familiar","Física","16","12 a 17 años","Femenino","1","2","Masculino","Padre de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 13:12:15","Ciudad Autónoma de Buenos Aires","02"
"384542","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 14:55:38","Ciudad Autónoma de Buenos Aires","02"
"384543","Víctima","Femenino","Madre","Física","26","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 15:45:18","Ciudad Autónoma de Buenos Aires","02"
"384545","Otro sobre un caso que no es violencia familiar","Masculino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-07-05 15:50:19","Ciudad Autónoma de Buenos Aires","02"
"384546","Comisaría","Femenino","Otro no familiar","Física","54","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 15:58:28","Ciudad Autónoma de Buenos Aires","02"
"384547","Familiar de la víctima","Masculino","Madre","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 16:23:22","Ciudad Autónoma de Buenos Aires","02"
"384549","Comisaría","Femenino","Otro no familiar","Física","68","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-07-05 17:50:54","Ciudad Autónoma de Buenos Aires","02"
"384550","Vecina/o de la víctima","Masculino","No hay niñas/os","Psicológica","96","Más de 60 años","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-07-05 18:20:00","Ciudad Autónoma de Buenos Aires","02"
"384551","Comisaría","Masculino","Otro no familiar","Psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-05 19:42:44","Ciudad Autónoma de Buenos Aires","02"
"384553","Comisaría","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 19:48:56","Ciudad Autónoma de Buenos Aires","02"
"384552","Hospital","Femenino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No había móviles y/o Equipos para realizar la intervención","2018-07-05 19:50:53","Ciudad Autónoma de Buenos Aires","02"
"384525","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-05 22:48:14","Ciudad Autónoma de Buenos Aires","02"
"384554","Comisaría","Femenino","No hay niñas/os","Física","28","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-05 23:24:36","Ciudad Autónoma de Buenos Aires","02"
"384555","Comisaría","Masculino","Sin datos","Física","30","30 a 39 años","Femenino","1","1","Femenino","Madre de la víctima","Llamante solicitó información y/o orientación","2018-07-05 23:30:02","Ciudad Autónoma de Buenos Aires","02"
"384552","Ns/Nc","Femenino","Sin datos","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-05 23:48:24","Ciudad Autónoma de Buenos Aires","02"
"384525","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-06 06:36:26","Ciudad Autónoma de Buenos Aires","02"
"384552","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-06 06:47:04","Ciudad Autónoma de Buenos Aires","02"
"384556","Comisaría","Femenino","Sin datos","Psicológica","29","18 a 29 años","Femenino","1","1","Femenino","Herman@ de la victima","No había móviles y/o Equipos para realizar la intervención","2018-07-06 06:53:00","Ciudad Autónoma de Buenos Aires","02"
"384525","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-07-06 08:22:06","Ciudad Autónoma de Buenos Aires","02"
"384557","Víctima","Femenino","Hermana/o","Física","17","12 a 17 años","Femenino","3","1","Masculino","Pareja de la madre/padre de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-06 09:31:15","Ciudad Autónoma de Buenos Aires","02"
"384558","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-07-06 13:33:37","Ciudad Autónoma de Buenos Aires","02"
"384559","Víctima","Femenino","Madre","Física","39","30 a 39 años","Femenino","5","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-07-06 13:41:01","Ciudad Autónoma de Buenos Aires","02"
"384560","Comisaría","Masculino","No hay niñas/os","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Se planificó intervención para otro momento","2018-07-06 15:04:58","Ciudad Autónoma de Buenos Aires","02"
"384561","Comisaría","Masculino","No hay niñas/os","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-07-06 16:51:10","Ciudad Autónoma de Buenos Aires","02"
